,token,oc_list
2186,violentadas,"[(16, 2)]"
2187,perderam,"[(16, 2), (29, 1)]"
2188,filhos,"[(16, 3), (56, 1), (59, 1), (73, 1), (75, 1), (82, 1), (86, 1), (98, 1), (105, 1)]"
2189,sexualmente,"[(16, 1)]"
2190,gerado,"[(16, 1)]"
2191,fruto,"[(16, 1), (50, 1)]"
2192,dessa,"[(16, 1), (50, 3), (71, 1), (89, 1), (93, 1), (94, 1), (99, 2), (111, 1), (118, 2), (119, 2), (120, 1), (124, 1), (137, 1), (142, 1)]"
2193,criminosa,"[(16, 1), (29, 1), (37, 1), (112, 1)]"
2194,denunciados,"[(16, 1)]"
2195,fim,"[(16, 1), (19, 1), (39, 1), (49, 2), (78, 1), (94, 1), (111, 2), (118, 4), (120, 1), (124, 1), (126, 1), (138, 2)]"
2196,revelam,"[(16, 1)]"
2197,face,"[(16, 2)]"
2198,perversa,"[(16, 1)]"
2199,conheci,"[(16, 1)]"
2200,fiz,"[(16, 1), (50, 5), (56, 2), (70, 1), (98, 1), (99, 2), (118, 1), (121, 1)]"
2201,ocasião,"[(16, 2), (39, 1), (103, 1), (105, 1), (109, 3), (124, 1), (136, 2), (141, 1)]"
2202,caravana,"[(16, 1), (123, 2)]"
2203,ouvia,"[(16, 1), (56, 1)]"
2204,descendentes,"[(16, 1), (50, 1)]"
2205,revelou,"[(16, 1), (48, 3), (49, 3), (107, 1), (109, 1)]"
2206,investigando,"[(16, 1)]"
2207,evidências,"[(16, 1), (17, 1), (120, 1)]"
2208,sequestradas,"[(16, 1)]"
2209,negado,"[(16, 1), (118, 1), (141, 1)]"
2210,traumas,"[(16, 1)]"
2211,carregam,"[(16, 1)]"
2212,descobriram,"[(16, 1), (126, 1)]"
2213,criação,"[(16, 1), (60, 1), (75, 1), (82, 1), (83, 3), (98, 1), (140, 1)]"
2214,torturadores,"[(16, 1), (65, 1)]"
2215,verdadeiros,"[(16, 1), (19, 1)]"
2216,certo,"[(16, 1), (50, 1), (56, 1), (69, 2), (70, 2), (73, 1), (94, 1), (99, 1), (109, 1), (111, 2), (118, 2), (125, 1), (138, 1), (142, 1)]"
2217,afirmar,"[(16, 1)]"
2218,ouvido,"[(16, 1)]"
2219,perseguidos,"[(16, 2), (129, 1)]"
2220,sofreram,"[(16, 3), (129, 4)]"
2221,vivendo,"[(16, 1)]"
2222,certidão,"[(16, 1)]"
2223,nascimento,"[(16, 1), (19, 1)]"
2224,tachados,"[(16, 1)]"
2225,excluídos,"[(16, 1)]"
2226,ditos,"[(16, 1)]"
2227,leonel,"[(16, 1), (65, 1)]"
2228,brizola,"[(16, 1), (65, 1)]"
2229,ficaram,"[(16, 1), (56, 2)]"
2230,maioria,"[(16, 2), (35, 2), (51, 1), (60, 1), (75, 2), (89, 1), (99, 3), (101, 1), (111, 1), (118, 1), (119, 1), (120, 1)]"
2231,pouca,"[(16, 1)]"
2232,capaz,"[(16, 1), (65, 1), (133, 1)]"
2233,politico,"[(16, 1), (117, 1)]"
2234,muitos,"[(16, 2), (32, 1), (50, 1), (66, 1), (105, 1), (111, 1), (118, 1), (126, 2), (129, 4)]"
2235,alegavam,"[(16, 1)]"
2236,implacável,"[(16, 1)]"
2237,socialmente,"[(16, 1), (126, 1)]"
2238,discriminados,"[(16, 1)]"
2239,viviam,"[(16, 1)]"
2240,municípios,"[(16, 1), (44, 1)]"
2241,pequenos,"[(16, 1), (29, 1), (51, 1), (65, 1), (109, 1)]"
2242,saíram,"[(16, 1), (119, 1), (122, 1), (137, 1)]"
2243,clandestinos,"[(16, 1)]"
2244,argentina,"[(16, 1), (18, 1), (111, 1), (140, 1)]"
2245,uruguai,"[(16, 1), (65, 1)]"
2246,comércios,"[(16, 1)]"
2247,acompanhá-los,"[(16, 1)]"
2248,prendiam,"[(16, 1), (107, 1)]"
2249,sequestravam,"[(16, 1)]"
2250,indiscriminadamente,"[(16, 1)]"
2251,suficientes,"[(16, 1), (56, 1), (94, 1)]"
2252,concessão,"[(16, 1), (44, 1), (111, 1)]"
2253,luta,"[(16, 1), (37, 1), (50, 2), (65, 1), (91, 2), (94, 1), (99, 1), (109, 1), (129, 1), (133, 1)]"
2254,ônus,"[(16, 1)]"
2255,violador,"[(16, 1), (111, 1)]"
2256,inimigo,"[(16, 1), (39, 1), (129, 1)]"
2257,atacando-o,"[(16, 1)]"
2258,brutal,"[(16, 1)]"
2259,campo,"[(16, 1), (17, 1), (45, 1), (50, 1), (61, 1), (70, 1), (91, 3), (94, 1), (98, 1), (108, 1), (109, 1), (117, 2), (123, 1)]"
2260,falácia,"[(16, 1), (89, 1)]"
2261,defendem,"[(16, 1), (99, 1), (128, 1)]"
2262,dizer,"[(16, 1), (27, 1), (45, 1), (50, 1), (56, 1), (70, 1), (89, 1), (99, 3), (111, 2), (118, 2), (123, 1), (125, 1), (137, 1)]"
2263,pedido,"[(16, 1), (29, 1), (107, 1), (111, 1), (112, 1), (124, 1), (136, 1), (141, 6)]"
2264,avanço,"[(16, 1), (17, 1), (65, 1), (94, 1), (98, 1), (119, 1)]"
2265,somente,"[(16, 1), (17, 1), (46, 1), (70, 1), (75, 1), (119, 1), (120, 1)]"
2266,comunistas,"[(16, 1), (35, 1), (76, 1), (101, 1), (107, 1), (110, 1)]"
2267,índios,"[(16, 1), (50, 1), (129, 1)]"
2268,básicos,"[(16, 1), (50, 1)]"
2269,fundamentais,"[(16, 1), (99, 1), (120, 4), (142, 1)]"
2270,maria,"[(16, 1), (18, 2), (48, 3), (49, 1), (65, 1), (94, 4), (98, 1), (132, 1), (134, 1), (145, 1)]"
2271,ex-conselheira,"[(16, 1)]"
2272,unanimidade,"[(17, 1)]"
2273,considerou,"[(17, 1)]"
2274,herbicida,"[(17, 3)]"
2275,glifosato,"[(17, 7)]"
2276,bayer,"[(17, 3)]"
2277,roundup,"[(17, 3)]"
2278,causador,"[(17, 1)]"
2279,linfoma,"[(17, 1)]"
2280,não-hodgkin,"[(17, 1)]"
2281,cidadão,"[(17, 1), (59, 1), (112, 1), (119, 3)]"
2282,californiano,"[(17, 1)]"
2283,edwin,"[(17, 1)]"
2284,hardeman,"[(17, 3)]"
2285,nesta,"[(17, 1), (64, 1), (99, 1), (101, 1), (105, 1), (111, 1), (121, 1), (123, 2), (125, 1), (134, 2), (137, 1), (139, 1), (142, 2)]"
2286,terça-feira,"[(17, 1), (78, 1), (91, 1), (141, 1)]"
2287,corte,"[(17, 2), (60, 1), (75, 1), (89, 4), (94, 1), (111, 1), (120, 1), (136, 1), (138, 1)]"
2288,abre,"[(17, 1), (124, 1)]"
2289,caminho,"[(17, 1), (89, 1), (107, 1), (111, 2), (121, 1), (139, 1)]"
2290,tribunal,"[(17, 1), (18, 1), (45, 1), (83, 1), (89, 1), (99, 3), (110, 1), (111, 1), (118, 2), (120, 4), (142, 2)]"
2291,determine,"[(17, 1)]"
2292,monsanto,"[(17, 2)]"
2293,unidade,"[(17, 1), (29, 1), (75, 1)]"
2294,indenização,"[(17, 1), (91, 1)]"
2295,dano,"[(17, 1)]"
2296,causado,"[(17, 1), (106, 1)]"
2297,nayara,"[(17, 1)]"
2298,bittencourt,"[(17, 2)]"
2299,embora,"[(17, 1), (56, 1), (73, 1), (75, 1), (76, 1), (89, 1), (111, 2), (125, 1), (126, 1), (137, 1)]"
2300,soberania,"[(17, 1), (46, 2), (93, 1), (119, 1)]"
2301,decisões,"[(17, 1), (35, 1), (66, 1), (70, 1), (75, 2), (89, 1), (120, 1)]"
2302,jurídico,"[(17, 1), (19, 1), (111, 2), (117, 1)]"
2303,acender,"[(17, 1)]"
2304,sinal,"[(17, 1), (118, 5), (128, 1)]"
2305,alerta,"[(17, 1), (78, 1), (117, 1)]"
2306,riscos,"[(17, 1), (60, 1)]"
2307,ampla,"[(17, 1), (66, 1)]"
2308,utilização,"[(17, 1), (75, 1), (110, 1), (140, 1)]"
2309,produto,"[(17, 3), (51, 1)]"
2310,agricultura,"[(17, 3), (75, 1), (94, 1), (98, 1)]"
2311,acredito,"[(17, 1), (50, 1), (99, 1), (111, 5)]"
2312,precedente,"[(17, 1), (51, 1)]"
2313,panorama,"[(17, 1)]"
2314,internacional,"[(17, 1), (35, 1), (45, 1), (47, 1), (60, 1), (64, 3), (73, 1), (83, 2), (99, 5), (118, 1), (119, 1), (120, 2), (128, 3), (133, 1), (137, 1)]"
2315,forte,"[(17, 1), (18, 1), (19, 1), (29, 1), (48, 1), (50, 1), (51, 1), (56, 1), (99, 2), (109, 1), (126, 1), (136, 1)]"
2316,índice,"[(17, 1), (19, 1), (94, 1), (101, 1)]"
2317,desses,"[(17, 1), (29, 1), (32, 1), (75, 1), (99, 2), (108, 1), (133, 1), (134, 1)]"
2318,altamente,"[(17, 1)]"
2319,tóxicos,"[(17, 1)]"
2320,significa,"[(17, 1), (70, 1), (118, 2), (138, 1)]"
2321,judiciário,"[(17, 1), (111, 7), (117, 1), (123, 1), (142, 1)]"
2322,flexibilização,"[(17, 1)]"
2323,agrotóxicos,"[(17, 4)]"
2324,ingredientes,"[(17, 2)]"
2325,ativos,"[(17, 2)]"
2326,vão,"[(17, 1), (43, 1), (47, 1), (51, 1), (56, 1), (75, 1), (82, 1), (101, 1), (108, 1), (111, 1), (117, 3), (126, 1), (134, 1), (137, 1)]"
2327,olhar,"[(17, 1), (99, 1), (125, 1), (126, 1)]"
2328,considerar,"[(17, 1)]"
2329,análises,"[(17, 1), (43, 1)]"
2330,internas,"[(17, 1), (18, 1), (75, 1), (137, 1)]"
2331,acrescenta,"[(17, 1)]"
2332,tratado,"[(17, 1), (45, 1), (120, 1)]"
2333,flexibilizar,"[(17, 1)]"
2334,mecanismos,"[(17, 1), (75, 1)]"
2335,uso,"[(17, 8), (45, 1), (64, 1), (105, 1), (108, 1), (120, 1), (141, 3)]"
2336,adquiriram,"[(17, 1)]"
2337,piorar,"[(17, 2)]"
2338,aprovado,"[(17, 1), (89, 1)]"
2339,chamado,"[(17, 1), (39, 1), (52, 1), (65, 1), (70, 1), (73, 1), (75, 2), (86, 1), (117, 1), (118, 1), (129, 1), (136, 1)]"
2340,legais,"[(17, 1), (44, 2), (75, 1), (126, 1)]"
2341,tramitam,"[(17, 1), (120, 1), (136, 1)]"
2342,objetivo,"[(17, 1), (65, 1), (91, 1), (120, 1), (125, 1), (134, 1), (138, 1), (140, 1), (142, 1)]"
2343,facilitar,"[(17, 1)]"
2344,químicos,"[(17, 1)]"
2345,agrícola,"[(17, 1)]"
2346,certeza,"[(17, 1), (19, 1), (50, 1), (56, 1), (73, 1), (118, 1)]"
2347,aprovar,"[(17, 1), (75, 1), (126, 1), (136, 1)]"
2348,próprios,"[(17, 1), (60, 1), (107, 1), (119, 2)]"
2349,finais,"[(17, 1)]"
2350,pacote,"[(17, 1), (45, 1), (75, 1), (89, 2)]"
2351,veneno,"[(17, 1)]"
2352,trâmite,"[(17, 1)]"
2353,deputados,"[(17, 1), (29, 1), (45, 2), (75, 1), (86, 1), (89, 2), (93, 2), (98, 1), (108, 1), (111, 2), (122, 5), (134, 1), (136, 3)]"
2354,legalizado,"[(17, 1)]"
2355,registros,"[(17, 2)]"
2356,temporários,"[(17, 2)]"
2357,indústria,"[(17, 1), (65, 1), (140, 3)]"
2358,prazos,"[(17, 1)]"
2359,legislativo,"[(17, 1), (70, 1), (126, 1), (136, 1), (138, 1), (142, 1)]"
2360,estabelecerá,"[(17, 1)]"
2361,pragas,"[(17, 1)]"
2362,frança,"[(17, 1), (19, 1), (109, 4)]"
2363,anunciou,"[(17, 1), (91, 1)]"
2364,banido,"[(17, 1)]"
2365,prazo,"[(17, 1), (43, 1), (94, 1), (108, 1)]"
2366,danos,"[(17, 1), (83, 1)]"
2367,populações,"[(17, 1)]"
2368,ambiente,"[(17, 1), (50, 1), (70, 2), (125, 1), (139, 1)]"
2369,enquanto,"[(17, 1), (29, 3), (69, 1), (70, 1), (73, 1), (75, 2), (76, 1), (94, 2), (98, 2), (99, 2), (111, 1), (117, 1), (118, 1), (124, 1), (140, 1)]"
2370,telma,"[(17, 1)]"
2371,nery,"[(17, 1)]"
2372,médica,"[(17, 1), (75, 1)]"
2373,sanitarista,"[(17, 1), (78, 1)]"
2374,pesquisadora,"[(17, 1)]"
2375,próprio,"[(17, 2), (27, 1), (29, 1), (44, 1), (45, 3), (65, 1), (75, 1), (93, 1), (94, 1), (101, 1), (109, 1), (118, 1), (126, 1), (136, 3)]"
2376,pesquisa,"[(17, 1), (44, 1), (56, 1), (101, 5), (108, 1), (126, 1)]"
2377,relacionando,"[(17, 1)]"
2378,intoxicações,"[(17, 3)]"
2379,agudas,"[(17, 3)]"
2380,provocadas,"[(17, 1)]"
2381,seres,"[(17, 1), (119, 1)]"
2382,correlacionando,"[(17, 1)]"
2383,ligadas,"[(17, 1), (91, 1)]"
2384,movimentos,"[(17, 1), (35, 1), (98, 1), (99, 3), (109, 3), (129, 1)]"
2385,identificaram,"[(17, 1)]"
2386,doenças,"[(17, 1), (78, 3)]"
2387,hepáticas,"[(17, 1)]"
2388,câncer,"[(17, 2), (50, 1), (56, 1)]"
2389,enfim,"[(17, 1), (19, 1), (39, 1), (51, 1), (65, 1)]"
2390,relacionados,"[(17, 1), (83, 1), (89, 1), (123, 1)]"
2391,pronunciou,"[(17, 1)]"
2392,resultado,"[(17, 1), (29, 2), (37, 1), (43, 1), (70, 1), (78, 1), (91, 1), (93, 1), (94, 1), (101, 1), (126, 1), (133, 1)]"
2393,afirmando,"[(17, 1), (37, 3)]"
2394,decepcionante,"[(17, 1)]"
2395,confiantes,"[(17, 1)]"
2396,fase,"[(17, 1), (29, 1), (75, 1)]"
2397,mostrarão,"[(17, 1)]"
2398,conduta,"[(17, 1), (29, 1)]"
2399,apropriada,"[(17, 1)]"
2400,responsabilizada,"[(17, 1)]"
2401,sr,"[(17, 1)]"
2402,comunicado,"[(17, 1), (76, 1), (110, 1), (120, 6)]"
2403,argumenta,"[(17, 1), (112, 1)]"
2404,realizou,"[(17, 1), (18, 1), (75, 1)]"
2405,estudos,"[(17, 1), (32, 1), (97, 1), (122, 1)]"
2406,avaliações,"[(17, 1)]"
2407,regulatórias,"[(17, 1)]"
2408,afirmam,"[(17, 1), (60, 1), (83, 1), (101, 1), (129, 1)]"
2409,humano,"[(17, 1), (99, 1)]"
2410,corrupção,"[(18, 10), (45, 3), (50, 2), (64, 2), (69, 1), (75, 1), (83, 1), (89, 2), (129, 2)]"
2411,futebol,"[(18, 11), (50, 1), (51, 7), (117, 1), (124, 2), (128, 3), (129, 2)]"
2412,profissional,"[(18, 1), (67, 1), (118, 1)]"
2413,cartão,"[(18, 1), (75, 1)]"
2414,eua,"[(18, 1), (50, 1), (56, 1), (65, 1), (83, 4), (117, 2), (118, 2), (126, 1)]"
2415,revelaram,"[(18, 1)]"
2416,escândalo,"[(18, 1), (105, 1), (107, 1)]"
2417,mundial,"[(18, 1), (35, 1), (78, 3), (86, 1), (117, 8), (140, 2)]"
2418,ken,"[(18, 7)]"
2419,besinger,"[(18, 8)]"
2420,cita,"[(18, 1)]"
2421,globo,"[(18, 23), (19, 3), (29, 1), (37, 1), (48, 2), (49, 2), (51, 1), (67, 2), (87, 1), (105, 1), (107, 1)]"
2422,envolvimento,"[(18, 2), (91, 1)]"
2423,pagamento,"[(18, 3), (45, 1), (60, 1), (83, 2), (124, 2), (134, 2)]"
2424,comprou,"[(18, 1)]"
2425,escrito,"[(18, 2), (111, 1)]"
2426,tirou,"[(18, 1), (126, 1)]"
2427,gaveta,"[(18, 1)]"
2428,sucesso,"[(18, 1), (19, 1), (35, 1), (64, 1), (98, 1), (126, 3)]"
2429,portugal,"[(18, 1), (97, 1)]"
2430,esgotado,"[(18, 1)]"
2431,única,"[(18, 1), (44, 1), (56, 1), (64, 1), (71, 2), (75, 1), (98, 1), (101, 1), (120, 1), (126, 1)]"
2432,explicação,"[(18, 1), (22, 1), (83, 1)]"
2433,emissora,"[(18, 5), (48, 1), (108, 1)]"
2434,sonegar,"[(18, 3)]"
2435,apresentadas,"[(18, 1)]"
2436,adquiriu,"[(18, 1)]"
2437,versão,"[(18, 2), (37, 1), (83, 1), (141, 1)]"
2438,constatou,"[(18, 2), (60, 1)]"
2439,incômoda,"[(18, 1)]"
2440,imputação,"[(18, 1), (46, 1)]"
2441,trecho,"[(18, 2), (64, 1), (110, 1), (141, 1)]"
2442,citada,"[(18, 2)]"
2443,descreve,"[(18, 1), (29, 1)]"
2444,dirigentes,"[(18, 2), (29, 1)]"
2445,esportivos,"[(18, 1), (140, 1)]"
2446,josé,"[(18, 2), (64, 1), (129, 1), (132, 1), (134, 1), (145, 1)]"
2447,marin,"[(18, 1)]"
2448,alejandro,"[(18, 1)]"
2449,burzaco,"[(18, 1)]"
2450,executivo,"[(18, 1), (75, 2), (83, 1), (99, 1), (105, 1), (136, 1), (138, 1), (142, 1)]"
2451,torneos,"[(18, 2)]"
2452,y,"[(18, 1)]"
2453,competencias,"[(18, 1)]"
2454,associou,"[(18, 1)]"
2455,j,"[(18, 1)]"
2456,hawilla,"[(18, 4)]"
2457,falecido,"[(18, 1), (69, 1), (126, 1)]"
2458,ex-funcionário,"[(18, 1)]"
2459,dono,"[(18, 1), (86, 1), (94, 1), (124, 1)]"
2460,afiliadas,"[(18, 1)]"
2461,ocupa,"[(18, 1), (121, 1), (139, 1)]"
2462,páginas,"[(18, 1), (29, 1), (37, 1), (141, 1)]"
2463,contado,"[(18, 1)]"
2464,corrompeu,"[(18, 1)]"
2465,arrependido,"[(18, 1), (98, 1)]"
2466,colaborar,"[(18, 1)]"
2467,americanas,"[(18, 1), (46, 1)]"
2468,departamento,"[(18, 1), (46, 2), (47, 1), (65, 1), (83, 1), (89, 2), (99, 1)]"
2469,esportes,"[(18, 1)]"
2470,importante,"[(18, 1), (71, 1), (75, 1), (83, 1), (94, 1), (118, 1), (119, 2), (120, 1), (133, 1), (134, 1)]"
2471,havilla,"[(18, 1)]"
2472,comprar,"[(18, 2)]"
2473,vender,"[(18, 2), (50, 1), (75, 1)]"
2474,transmissão,"[(18, 3)]"
2475,atuou,"[(18, 1), (109, 1), (136, 2)]"
2476,melhorar,"[(18, 1), (73, 1)]"
2477,tv,"[(18, 1), (37, 1), (48, 1), (51, 1), (67, 1), (85, 1), (106, 1), (107, 1), (111, 1)]"
2478,câmeras,"[(18, 1)]"
2479,sinais,"[(18, 1)]"
2480,irem,"[(18, 1), (43, 1)]"
2481,estádios,"[(18, 1), (128, 1)]"
2482,começaram,"[(18, 1), (56, 1), (78, 1), (118, 1)]"
2483,ver,"[(18, 1), (29, 2), (35, 1), (39, 1), (49, 1), (50, 1), (56, 4), (99, 2), (111, 2), (118, 2), (119, 1), (128, 2), (133, 1), (137, 1)]"
2484,jogos,"[(18, 1)]"
2485,negócio,"[(18, 2), (105, 1)]"
2486,cresceu,"[(18, 1), (50, 1), (75, 1), (118, 2)]"
2487,aumentou,"[(18, 1), (51, 1), (75, 1)]"
2488,clubes,"[(18, 1), (51, 8), (124, 1), (128, 1)]"
2489,federações,"[(18, 1)]"
2490,perdiam,"[(18, 1)]"
2491,lucros,"[(18, 1), (65, 2)]"
2492,dependiam,"[(18, 1)]"
2493,mínimo,"[(18, 1), (60, 1), (63, 2), (71, 1), (75, 2), (83, 1), (89, 1), (124, 1), (133, 1)]"
2494,bens,"[(18, 1), (35, 1), (75, 1)]"
2495,compravam,"[(18, 1)]"
2496,revendiam,"[(18, 1)]"
2497,custo,"[(18, 1), (124, 2)]"
2498,permanecesse,"[(18, 2)]"
2499,impedir,"[(18, 1), (64, 1), (65, 1), (87, 1), (89, 1), (99, 1), (120, 2), (141, 1)]"
2500,concorrência,"[(18, 1)]"
2501,escreveu,"[(18, 1), (29, 3), (35, 1), (69, 1), (72, 1), (75, 1), (76, 1), (118, 1), (125, 1), (126, 1), (139, 1)]"
2502,relato,"[(18, 1), (102, 1), (118, 1)]"
2503,chuck,"[(18, 1)]"
2504,blazer,"[(18, 3)]"
2505,secretário,"[(18, 1), (83, 1), (98, 8), (109, 1), (136, 3)]"
2506,concacaf,"[(18, 3)]"
2507,confederação,"[(18, 1), (51, 1), (64, 1)]"
2508,américas,"[(18, 1)]"
2509,caribe,"[(18, 1)]"
2510,tornou,"[(18, 1), (19, 1), (56, 1), (65, 1), (75, 1), (99, 1), (125, 1), (126, 2)]"
2511,fifa,"[(18, 5), (51, 2)]"
2512,marketing,"[(18, 1)]"
2513,esportivo,"[(18, 1)]"
2514,sistematicamente,"[(18, 1)]"
2515,subornavam,"[(18, 1)]"
2516,manter,"[(18, 1), (29, 1), (50, 1), (56, 1), (60, 1), (89, 1), (93, 1), (105, 1), (118, 1), (141, 1)]"
2517,preços,"[(18, 1), (78, 1)]"
2518,ninguém,"[(18, 1), (35, 1), (45, 1), (56, 3), (66, 2), (70, 2), (71, 1), (94, 2), (98, 2), (108, 2), (111, 1), (118, 5), (119, 2), (120, 2)]"
2519,milionário,"[(18, 1), (37, 1)]"
2520,permitiu,"[(18, 1), (44, 1), (99, 1)]"
2521,enriquecessem,"[(18, 1)]"
2522,esporte,"[(18, 1), (51, 1), (129, 3)]"
2523,literalmente,"[(18, 1), (133, 1)]"
2524,faltava,"[(18, 1)]"
2525,bola,"[(18, 1), (108, 2)]"
2526,comparação,"[(18, 1), (75, 1), (105, 1), (108, 1), (124, 1)]"
2527,aquisição,"[(18, 2)]"
2528,explica,"[(18, 1), (70, 1), (94, 1), (98, 1), (126, 2), (141, 1)]"
2529,discrepância,"[(18, 1)]"
2530,realização,"[(18, 1), (44, 1), (75, 1), (94, 1), (110, 1)]"
2531,copa,"[(18, 4), (129, 1)]"
2532,ouro,"[(18, 1)]"
2533,vendeu,"[(18, 1)]"
2534,patrocinadores,"[(18, 2)]"
2535,alcançou,"[(18, 1)]"
2536,us,"[(18, 4), (43, 4)]"
2537,traffic,"[(18, 1)]"
2538,intermediária,"[(18, 2)]"
2539,conmebol,"[(18, 1)]"
2540,apesar,"[(18, 1), (29, 1), (44, 1), (50, 6), (56, 1), (66, 1), (86, 1), (94, 1), (98, 1), (99, 1), (118, 1), (134, 1), (136, 2), (140, 1)]"
2541,estrelas,"[(18, 1)]"
2542,conhecidas,"[(18, 1), (109, 2)]"
2543,saiu,"[(18, 1), (56, 1), (93, 1), (111, 1), (118, 1)]"
2544,cofres,"[(18, 1), (46, 2), (75, 1)]"
2545,emissoras,"[(18, 2)]"
2546,debitado,"[(18, 1)]"
2547,diferença,"[(18, 1), (75, 1), (105, 1), (124, 1)]"
2548,labirintos,"[(18, 1)]"
2549,usados,"[(18, 1), (109, 1)]"
2550,escoar,"[(18, 1)]"
2551,repete,"[(18, 1), (124, 1)]"
2552,ladainha,"[(18, 1)]"
2553,auditoria,"[(18, 1), (110, 1)]"
2554,interna,"[(18, 1), (29, 2), (56, 1), (76, 1), (134, 1)]"
2555,suborno,"[(18, 3)]"
2556,reitera,"[(18, 1)]"
2557,pratica,"[(18, 1), (75, 2)]"
2558,tolera,"[(18, 1)]"
2559,amplas,"[(18, 1)]"
2560,investigações,"[(18, 1), (46, 1), (83, 1), (91, 2), (117, 1), (136, 1), (137, 3)]"
2561,veio,"[(18, 1), (50, 2), (56, 1), (118, 2), (120, 3)]"
2562,apurou,"[(18, 1)]"
2563,pagamentos,"[(18, 1)]"
2564,previstos,"[(18, 1)]"
2565,ocasiões,"[(18, 1), (46, 1)]"
2566,solicitada,"[(18, 1)]"
2567,explicações,"[(18, 1), (76, 1), (83, 1)]"
2568,capítulo,"[(18, 1), (112, 1), (124, 1)]"
2569,livro-reportagem,"[(18, 1)]"
2570,americana,"[(18, 1), (46, 1), (126, 3)]"
2571,marín,"[(18, 1)]"
2572,confiscados,"[(18, 1), (35, 1)]"
2573,pagou,"[(18, 1), (91, 1), (107, 1)]"
2574,multa,"[(18, 1), (60, 1), (83, 4)]"
2575,fizesse,"[(18, 1), (29, 1), (142, 1)]"
2576,exclusivo,"[(18, 1), (141, 1)]"
2577,certamente,"[(18, 1), (128, 1)]"
2578,parceria,"[(18, 2), (44, 1)]"
2579,cartolas,"[(18, 1)]"
2580,corruptos,"[(18, 1), (86, 1)]"
2581,longa,"[(18, 1), (105, 1), (126, 1), (137, 1)]"
2582,assumiu,"[(18, 1), (45, 1), (65, 1), (75, 3), (98, 1), (108, 1), (112, 1)]"
2583,cbf,"[(18, 3), (51, 1)]"
2584,ricardo,"[(18, 3), (19, 4)]"
2585,teixeira,"[(18, 6), (141, 1)]"
2586,entrevistado,"[(18, 2)]"
2587,resende,"[(18, 2)]"
2588,jornal,"[(18, 1), (37, 1), (49, 1), (50, 1), (51, 1), (67, 1), (75, 1), (89, 1), (93, 1), (98, 1), (118, 1)]"
2589,objetivos,"[(18, 1), (45, 1), (125, 1)]"
2590,seriedade,"[(18, 1), (35, 1)]"
2591,participativa,"[(18, 1), (45, 2), (89, 1)]"
2592,apresentava,"[(18, 1)]"
2593,colocaria,"[(18, 1)]"
2594,lupanário,"[(18, 1)]"
2595,vazias,"[(18, 1)]"
2596,personagem,"[(18, 1), (67, 1), (99, 2), (133, 1)]"
2597,patrimônio,"[(18, 1), (65, 1), (75, 2)]"
2598,paraíso,"[(18, 4)]"
2599,fiscal,"[(18, 4)]"
2600,ilhas,"[(18, 2), (91, 1)]"
2601,virgens,"[(18, 2)]"
2602,britânicas,"[(18, 2)]"
2603,apresentação,"[(18, 1), (110, 1)]"
2604,acusava,"[(18, 1)]"
2605,tentar,"[(18, 1), (44, 2), (50, 1), (76, 1), (87, 1), (108, 1), (109, 1)]"
2606,esconder,"[(18, 1), (137, 1)]"
2607,algo,"[(18, 1), (19, 2), (50, 3), (51, 3), (54, 1), (70, 1), (99, 2), (108, 1), (118, 2), (120, 3), (124, 1)]"
2608,offshore,"[(18, 1)]"
2609,pazes,"[(18, 1)]"
2610,denúncia,"[(18, 1), (29, 1), (91, 1), (98, 1), (120, 1), (137, 1)]"
2611,aberto,"[(18, 1), (64, 1), (65, 1), (117, 1), (137, 1)]"
2612,fachada,"[(18, 1)]"
2613,empire,"[(18, 1)]"
2614,impostos,"[(18, 2), (126, 1)]"
2615,contrato,"[(18, 1), (120, 1)]"
2616,suíça,"[(18, 1), (75, 1)]"
2617,lavagem,"[(18, 1), (73, 1)]"
2618,usavam,"[(18, 1)]"
2619,isl,"[(18, 1)]"
2620,quebraria,"[(18, 1)]"
2621,depositassem,"[(18, 1)]"
2622,executivos,"[(18, 1)]"
2623,ouvidos,"[(18, 1), (91, 1)]"
2624,rogatória,"[(18, 1)]"
2625,supremo,"[(18, 1), (45, 1), (83, 1), (89, 5), (105, 1), (111, 4), (118, 1), (120, 4), (136, 1), (138, 1), (142, 2)]"
2626,campos,"[(18, 1), (35, 1), (54, 1), (123, 1), (136, 1)]"
2627,pinto,"[(18, 1)]"
2628,oficialmente,"[(18, 1), (39, 1), (46, 1), (109, 1), (136, 1)]"
2629,citado,"[(18, 1)]"
2630,televisa,"[(18, 1)]"
2631,presidia,"[(18, 1)]"
2632,deixou,"[(18, 1), (19, 1), (65, 1), (94, 1), (120, 2), (126, 1)]"
2633,escapar,"[(18, 1)]"
2634,piauí,"[(18, 1)]"
2635,tratamento,"[(18, 2), (46, 1), (78, 1)]"
2636,dócil,"[(18, 1)]"
2637,jornalismo,"[(18, 1)]"
2638,daniela,"[(18, 1), (49, 1), (93, 2)]"
2639,pinheiro,"[(18, 1), (142, 1)]"
2640,comprovou,"[(18, 1)]"
2641,dias,"[(18, 1), (29, 3), (45, 1), (49, 2), (56, 3), (59, 1), (75, 3), (89, 3), (91, 2), (94, 1), (98, 2), (101, 2), (105, 1), (108, 2), (111, 2), (117, 1), (119, 2), (121, 1), (125, 1), (139, 1)]"
2642,ouviu,"[(18, 1), (108, 1)]"
